accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,scaffold_n50,contig_n50,total_sequence_length,max_lifespan,body_mass,LQ,refseq_category,submission_date
GCA_051311615.1,Pelomedusa somalica,,1488670,,Testudines,Pelomedusidae,Pelomedusa,217994614,51191779,1948856296,,,,reference genome,2025-07-14
GCA_045364815.1,Podocnemis expansa,,44507,,Testudines,Podocnemididae,Podocnemis,300517188,24087131,2565358608,,,,reference genome,2024-12-02
GCA_045364785.1,Podocnemis expansa,,44507,,Testudines,Podocnemididae,Podocnemis,300404079,21396530,2642177504,,,,,2024-12-02
GCA_050000005.2,Podocnemis unifilis,yellow-spotted Amazon River turtle,227871,,Testudines,Podocnemididae,Podocnemis,299507546,41959044,2435981808,,,,reference genome,2026-03-10
GCA_025201925.1,Gopherus flavomarginatus,Mexican gopher tortoise,286002,,Testudines,Testudinidae,Gopherus,162938067,6917139,2460542086,,,,reference genome,2022-09-15
GCF_025201925.1,Gopherus flavomarginatus,Mexican gopher tortoise,286002,,Testudines,Testudinidae,Gopherus,162938067,6917139,2460542086,,,,reference genome,2022-09-15
GCA_026122505.1,Aldabrachelys gigantea,Aldabra giant tortoise,167804,,Testudines,Testudinidae,Aldabrachelys,148569599,58656949,2373354137,,,,reference genome,2022-11-15
GCA_003597395.2,Chelonoidis abingdonii,Abingdon island giant tortoise,106734,,Testudines,Testudinidae,Chelonoidis,148185065,119261,2256468705,,,,reference genome,2025-04-29
GCF_003597395.2,Chelonoidis abingdonii,Abingdon island giant tortoise,106734,,Testudines,Testudinidae,Chelonoidis,148185065,119261,2256468705,,,,reference genome,2025-04-29
GCA_007399415.1,Gopherus evgoodei,Goodes thornscrub tortoise,1825980,,Testudines,Testudinidae,Gopherus,147425149,13026736,2298547364,,,,reference genome,2019-07-25
GCF_007399415.2,Gopherus evgoodei,Goodes thornscrub tortoise,1825980,,Testudines,Testudinidae,Gopherus,147425149,13026736,2298547364,,,,reference genome,2019-07-25
GCA_050000095.2,Indotestudo elongata,Elongated tortoise,74920,,Testudines,Testudinidae,Indotestudo,146925146,107311172,2319568681,,,,reference genome,2025-08-19
GCA_050000115.1,Indotestudo elongata,Elongated tortoise,74920,,Testudines,Testudinidae,Indotestudo,146661883,81043424,2343166286,,,,,2025-04-29
GCA_040782865.1,Testudo graeca,,86975,,Testudines,Testudinidae,Testudo,130162285,133608,2321835411,,,,reference genome,2024-07-19
GCA_977009205.1,Trionyx triunguis,African softshell turtle,101491,,Testudines,Trionychidae,Trionyx,137054899,80362655,2320326796,,,,reference genome,2025-10-19
GCA_055691355.1,Apalone spinifera,spiny softshell turtle,55534,,Testudines,Trionychidae,Apalone,133328498,79167384,2322510297,,,,reference genome,2026-03-05
GCA_052426305.1,Pelodiscus sinensis,Chinese soft-shelled turtle,13735,,Testudines,Trionychidae,Pelodiscus,132537830,132537830,2266984135,,,,,2025-09-03
GCA_019425775.1,Rafetus swinhoei,Swinhoes soft-shelled turtle,904230,,Testudines,Trionychidae,Rafetus,131976892,30963999,2237949466,,,,reference genome,2021-07-30
GCA_052575445.1,Chitra chitra,,171799,,Testudines,Trionychidae,Chitra,131477372,78634236,2191255941,,,,reference genome,2025-09-12
GCA_054135685.1,Palea steindachneri,wattle-necked softshell turtle,161718,,Testudines,Trionychidae,Palea,131416804,123794365,2225109576,,,,reference genome,2025-12-23
GCA_052110805.1,Pelodiscus sinensis,Chinese soft-shelled turtle,13735,,Testudines,Trionychidae,Pelodiscus,130523375,14386982,2191815503,,,,,2025-08-18
GCA_048772765.1,Pelodiscus sinensis,Chinese soft-shelled turtle,13735,,Testudines,Trionychidae,Pelodiscus,130314220,1978471,2132957748,,,,,2025-03-21
GCA_049634645.1,Pelodiscus sinensis,Chinese soft-shelled turtle,13735,,Testudines,Trionychidae,Pelodiscus,129579767,107607917,2243870947,,,,reference genome,2025-04-15
GCF_049634645.1,Pelodiscus sinensis,Chinese soft-shelled turtle,13735,,Testudines,Trionychidae,Pelodiscus,129579767,107607917,2243870947,,,,reference genome,2025-04-15
GCA_032595735.1,Pelochelys cantorii,Cantor's giant softshell turtle,171793,,Testudines,Trionychidae,Pelochelys,120169148,41440143,2161035712,,,,reference genome,2023-10-12
GCA_030068395.2,Apalone spinifera,spiny softshell turtle,55534,,Testudines,Trionychidae,Apalone,120034057,14642,1915329639,,,,,2025-05-20
GCA_027410445.1,Discoglossus pictus,painted frog,8351,Amphibia,Anura,Alytidae,Discoglossus,453717995,3043591,3872581802,,,,reference genome,2022-12-28
GCA_048569485.1,Anomaloglossus baeobatrachus,,238106,Amphibia,Anura,Aromobatidae,Anomaloglossus,707508717,2835192,6265077250,,,,reference genome,2025-03-13
GCF_048569485.1,Anomaloglossus baeobatrachus,,238106,Amphibia,Anura,Aromobatidae,Anomaloglossus,707508717,2835192,6265077250,,,,reference genome,2025-03-13
GCA_048569465.1,Anomaloglossus baeobatrachus,,238106,Amphibia,Anura,Aromobatidae,Anomaloglossus,703061776,2786571,6129031283,,,,,2025-03-13
GCA_040206685.1,Ascaphus truei,coastal tailed frog,8439,Amphibia,Anura,Ascaphidae,Ascaphus,424004025,981472,3722616900,,,,reference genome,2024-06-17
GCF_040206685.1,Ascaphus truei,coastal tailed frog,8439,Amphibia,Anura,Ascaphidae,Ascaphus,424004025,981472,3722616900,,,,reference genome,2024-06-17
GCA_040206675.1,Ascaphus truei,coastal tailed frog,8439,Amphibia,Anura,Ascaphidae,Ascaphus,396163443,971055,3660446095,,,,,2024-06-17
GCA_036426205.1,Ascaphus truei,coastal tailed frog,8439,Amphibia,Anura,Ascaphidae,Ascaphus,76695647,164230,3101746330,,,,,2024-02-07
GCA_027579735.1,Bombina bombina,fire-bellied toad,8345,Amphibia,Anura,Bombinatoridae,Bombina,1241340601,3759931,10019663791,,,,reference genome,2023-01-09
GCF_027579735.1,Bombina bombina,fire-bellied toad,8345,Amphibia,Anura,Bombinatoridae,Bombina,1241340601,3759931,10019663791,,,,reference genome,2023-01-09
GCA_964205295.1,Bombina variegata,yellow-bellied toad,8348,Amphibia,Anura,Bombinatoridae,Bombina,1114117749,1741680,9369772323,,,,reference genome,2024-07-29
GCA_964205305.1,Bombina variegata,yellow-bellied toad,8348,Amphibia,Anura,Bombinatoridae,Bombina,1092803421,1677552,9112230460,,,,,2024-07-29
GCA_905171765.1,Bufo bufo,common toad,8384,Amphibia,Anura,Bufonidae,Bufo,635713434,3959750,5044744194,,,,reference genome,2021-01-28
GCF_905171765.1,Bufo bufo,common toad,8384,Amphibia,Anura,Bufonidae,Bufo,635713434,3959750,5044744194,,,,reference genome,2021-01-28
GCA_014858855.1,Bufo gargarizans,Asiatic toad,30331,Amphibia,Anura,Bufonidae,Bufo,539822115,1738317,4545465442,,,,reference genome,2020-10-21
GCF_014858855.1,Bufo gargarizans,Asiatic toad,30331,Amphibia,Anura,Bufonidae,Bufo,539822115,1738317,4545465442,,,,reference genome,2020-10-21
GCA_033119425.1,Bufotes viridis,European green toad,30338,Amphibia,Anura,Bufonidae,Bufotes,470251507,1872430,3796774568,,,,reference genome,2023-11-02
GCA_978041805.1,Epidalea calamita,natterjack toad,30326,Amphibia,Anura,Bufonidae,Epidalea,469163722,15944649,3711998431,,,,reference genome,2026-01-23
GCA_978041865.1,Epidalea calamita,natterjack toad,30326,Amphibia,Anura,Bufonidae,Epidalea,467214536,16129957,3713514387,,,,,2026-02-28
GCA_037900795.1,Bufotes viridis,European green toad,30338,Amphibia,Anura,Bufonidae,Bufotes,464180742,466638,3660158783,,,,,2024-04-01
GCA_051348885.1,Ranitomeya variabilis,Zimmermann's poison frog,490064,Amphibia,Anura,Dendrobatidae,Ranitomeya,791844793,60899295,5710906444,,,,,2025-07-15
GCA_051348905.1,Ranitomeya variabilis,Zimmermann's poison frog,490064,Amphibia,Anura,Dendrobatidae,Ranitomeya,788740125,68175871,5645589471,,,,reference genome,2025-07-15
GCF_051348905.1,Ranitomeya variabilis,Zimmermann's poison frog,490064,Amphibia,Anura,Dendrobatidae,Ranitomeya,788740125,68175871,5645589471,,,,reference genome,2025-07-15
GCA_032444005.1,Ranitomeya imitator,mimic poison frog,111125,Amphibia,Anura,Dendrobatidae,Ranitomeya,725832262,13907627,5956610564,,,,reference genome,2023-10-16
GCF_032444005.1,Ranitomeya imitator,mimic poison frog,111125,Amphibia,Anura,Dendrobatidae,Ranitomeya,725832262,13907627,5956610564,,,,reference genome,2023-10-16
GCA_054083975.1,Fejervarya limnocharis,Boie's wart frog,110108,Amphibia,Anura,Dicroglossidae,Fejervarya,390094180,4508473,3519762086,,,,reference genome,2025-12-17
GCA_054084005.1,Fejervarya limnocharis,Boie's wart frog,110108,Amphibia,Anura,Dicroglossidae,Fejervarya,385637852,4768073,3488174278,,,,,2025-12-17
GCA_035609135.1,Eleutherodactylus coqui,Puerto Rican coqui,57060,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,286577258,10012006,3362534901,,,,,2024-01-12
GCA_035609145.1,Eleutherodactylus coqui,Puerto Rican coqui,57060,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,277440397,10388966,3371297528,,,,reference genome,2024-01-12
GCF_035609145.1,Eleutherodactylus coqui,Puerto Rican coqui,57060,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,277440397,10388966,3371297528,,,,reference genome,2024-01-12
GCA_055470875.1,Eleutherodactylus marnockii,cliff chirping frog,356179,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,268754176,6673842,4756406836,,,,reference genome,2026-02-24
GCA_055470885.1,Eleutherodactylus marnockii,cliff chirping frog,356179,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,259362208,7280876,4753297753,,,,,2026-02-24
GCA_019857665.1,Eleutherodactylus coqui,Puerto Rican coqui,57060,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,109467076,10856,2789347782,,,,,2021-09-16
GCA_053478255.1,Pseudacris triseriata,western chorus frog,194198,Amphibia,Anura,Hylidae,Pseudacris,441658312,5336854,3994399550,,,,reference genome,2025-11-14
GCA_029499605.1,Hyla sarda,,327740,Amphibia,Anura,Hylidae,Hyla,384967061,3809262,4142159359,,,,reference genome,2023-04-07
GCF_029499605.1,Hyla sarda,,327740,Amphibia,Anura,Hylidae,Hyla,384967061,3809262,4142159359,,,,reference genome,2023-04-07
GCA_027789765.1,Dendropsophus ebraccatus,hourglass treefrog,150705,Amphibia,Anura,Hylidae,Dendropsophus,153439414,8808153,2214937069,,,,reference genome,2023-01-13
GCF_027789765.1,Dendropsophus ebraccatus,hourglass treefrog,150705,Amphibia,Anura,Hylidae,Dendropsophus,153439414,8808153,2214937069,,,,reference genome,2023-01-13
GCA_040937935.1,Hyperolius riggenbachi,Riggenbach's reed frog,752182,Amphibia,Anura,Hyperoliidae,Hyperolius,451034413,2674826,4915935452,,,,reference genome,2024-07-30
GCF_040937935.1,Hyperolius riggenbachi,Riggenbach's reed frog,752182,Amphibia,Anura,Hyperoliidae,Hyperolius,451034413,2674826,4915935452,,,,reference genome,2024-07-30
GCA_031893025.1,Leptodactylus fuscus,rufous frog,238119,Amphibia,Anura,Leptodactylidae,Leptodactylus,228259793,5565655,2307711212,,,,,2023-09-26
GCA_031893055.1,Leptodactylus fuscus,rufous frog,238119,Amphibia,Anura,Leptodactylidae,Leptodactylus,226021100,5334240,2197979350,,,,reference genome,2023-09-26
GCF_031893055.1,Leptodactylus fuscus,rufous frog,238119,Amphibia,Anura,Leptodactylidae,Leptodactylus,226021100,5334240,2197979350,,,,reference genome,2023-09-26
GCA_040894005.1,Engystomops pustulosus,Tungara frog,76066,Amphibia,Anura,Leptodactylidae,Engystomops,214838416,21805561,2158203323,,,,reference genome,2024-07-30
GCF_040894005.1,Engystomops pustulosus,Tungara frog,76066,Amphibia,Anura,Leptodactylidae,Engystomops,214838416,21805561,2158203323,,,,reference genome,2024-07-30
GCA_040894015.1,Engystomops pustulosus,Tungara frog,76066,Amphibia,Anura,Leptodactylidae,Engystomops,190347786,14365456,2081032022,,,,,2024-07-30
GCA_019512145.1,Engystomops pustulosus,Tungara frog,76066,Amphibia,Anura,Leptodactylidae,Engystomops,172109237,305357,2555516698,,,,,2021-08-10
GCA_038048845.1,Mixophyes fleayi,Fleay's barred frog,3061075,Amphibia,Anura,Limnodynastidae,Mixophyes,346624570,4050021,2969628263,,,,reference genome,2024-04-17
GCF_038048845.1,Mixophyes fleayi,Fleay's barred frog,3061075,Amphibia,Anura,Limnodynastidae,Mixophyes,346624570,4050021,2969628263,,,,reference genome,2024-04-17
GCA_038048865.1,Mixophyes fleayi,Fleay's barred frog,3061075,Amphibia,Anura,Limnodynastidae,Mixophyes,343394132,4482390,2876209288,,,,,2024-04-17
GCA_048565335.1,Mantella aurantiaca,,43514,Amphibia,Anura,Mantellidae,Mantella,372175235,2243248,3319283846,,,,reference genome,2025-03-12
GCA_048565345.1,Mantella aurantiaca,,43514,Amphibia,Anura,Mantellidae,Mantella,333086339,2265415,3336091145,,,,,2025-03-12
GCA_018994145.1,Leptobrachium ailaonicum,Yunnan mustache toad,428466,Amphibia,Anura,Megophryidae,Leptobrachium,412424790,821125,3535795546,,,,reference genome,2021-06-24
GCA_054131545.1,Leptobrachium boringii,Emei moustache toad,265040,Amphibia,Anura,Megophryidae,Leptobrachium,406887571,6397514,3372468942,,,,reference genome,2025-12-22
GCA_032062155.1,Leptobrachium ailaonicum,Yunnan mustache toad,428466,Amphibia,Anura,Megophryidae,Leptobrachium,402259642,807968,3531415146,,,,,2023-09-27
GCA_009667805.1,Leptobrachium leishanense,Leishan spiny toad,445787,Amphibia,Anura,Megophryidae,Leptobrachium,394693044,1946319,3549060464,,,,reference genome,2019-11-19
GCA_027917425.1,Gastrophryne carolinensis,eastern narrow-mouthed toad,8429,Amphibia,Anura,Microhylidae,Gastrophryne,489283037,4962642,4336248441,,,,reference genome,2023-01-18
GCA_027917415.1,Gastrophryne carolinensis,eastern narrow-mouthed toad,8429,Amphibia,Anura,Microhylidae,Gastrophryne,483855963,4840928,4305890454,,,,,2023-01-18
GCA_028390025.1,Pseudophryne corroboree,corroboree frog,495146,Amphibia,Anura,Myobatrachidae,Pseudophryne,846894890,6819095,8872758793,,,,reference genome,2023-02-06
GCF_028390025.1,Pseudophryne corroboree,corroboree frog,495146,Amphibia,Anura,Myobatrachidae,Pseudophryne,846894890,6819095,8872758793,,,,reference genome,2023-02-06
GCA_055691185.1,Crinia signifera,,326986,Amphibia,Anura,Myobatrachidae,Crinia,336578331,3425702,3234790400,,,,reference genome,2026-03-05
GCA_055691425.1,Crinia signifera,,326986,Amphibia,Anura,Myobatrachidae,Crinia,332341363,3213960,3285034523,,,,,2026-03-05
GCA_036172605.1,Pelobates fuscus,common spadefoot toad,191477,Amphibia,Anura,Pelobatidae,Pelobates,387735018,29412599,3606456729,,,,reference genome,2024-01-26
GCF_036172605.1,Pelobates fuscus,common spadefoot toad,191477,Amphibia,Anura,Pelobatidae,Pelobates,387735018,29412599,3606456729,,,,reference genome,2024-01-26
GCA_933207985.1,Pelobates cultripes,western spadefoot toad,61616,Amphibia,Anura,Pelobatidae,Pelobates,330123935,130439,3094940563,,,,reference genome,2023-06-09
GCA_027358695.2,Spea bombifrons,plains spadefoot toad,233779,Amphibia,Anura,Pelobatidae,Spea,114150385,21170366,987655159,,,,reference genome,2022-12-27
GCF_027358695.1,Spea bombifrons,plains spadefoot toad,233779,Amphibia,Anura,Pelobatidae,Spea,114150385,21170366,987655159,,,,reference genome,2022-12-27
GCA_054668525.1,Spea multiplicata,Mexican spadefoot toad,30317,Amphibia,Anura,Pelobatidae,Spea,110727404,14261649,959398860,,,,reference genome,2026-01-22
GCA_054668515.1,Spea multiplicata,Mexican spadefoot toad,30317,Amphibia,Anura,Pelobatidae,Spea,107162795,14856565,940088435,,,,,2026-01-22
GCA_054954225.1,Scaphiopus couchii,Couch's spadefoot toad,85089,Amphibia,Anura,Pelobatidae,Scaphiopus,101869530,8562319,1026693381,,,,reference genome,2026-01-30
GCA_054954145.1,Scaphiopus couchii,Couch's spadefoot toad,85089,Amphibia,Anura,Pelobatidae,Scaphiopus,101218034,7036237,1065624064,,,,,2026-01-30
GCA_036172795.1,Pelodytes ibericus,Iberian parsley frog,233781,Amphibia,Anura,Pelodytidae,Pelodytes,222280400,19137354,2077641644,,,,reference genome,2024-01-26
GCA_019447015.1,Hymenochirus boettgeri,Congo dwarf clawed frog,247094,Amphibia,Anura,Pipidae,Hymenochirus,293320900,783846,3210867089,,,,reference genome,2021-08-05
GCA_038501925.1,Xenopus petersii,Peter's clawed frog,288555,Amphibia,Anura,Pipidae,Xenopus,160347489,15294995,2883778474,,,,reference genome,2024-04-29
GCA_017654675.1,Xenopus laevis,African clawed frog,8355,Amphibia,Anura,Pipidae,Xenopus,155250555,22451507,2742451793,30.3,130.0,0.14305427117875635,reference genome,2021-04-12
GCF_017654675.1,Xenopus laevis,African clawed frog,8355,Amphibia,Anura,Pipidae,Xenopus,155250555,22451507,2742451793,30.3,130.0,0.14305427117875635,reference genome,2021-04-12
GCA_000004195.4,Xenopus tropicalis,tropical clawed frog,8364,Amphibia,Anura,Pipidae,Xenopus,153961319,14634335,1451283599,,,,reference genome,2019-11-14
GCF_000004195.4,Xenopus tropicalis,tropical clawed frog,8364,Amphibia,Anura,Pipidae,Xenopus,153961319,14634335,1451283599,,,,reference genome,2019-11-14
GCA_013368275.1,Xenopus tropicalis,tropical clawed frog,8364,Amphibia,Anura,Pipidae,Xenopus,150157909,377941,1485568097,,,,,2020-06-23
GCA_038501915.1,Xenopus petersii,Peter's clawed frog,288555,Amphibia,Anura,Pipidae,Xenopus,145598121,8630839,2613116200,,,,,2024-04-29
GCA_024363595.1,Xenopus borealis,Kenyan clawed frog,8354,Amphibia,Anura,Pipidae,Xenopus,143989302,21213,2747450723,,,,reference genome,2022-07-22
GCA_001663975.1,Xenopus laevis,African clawed frog,8355,Amphibia,Anura,Pipidae,Xenopus,136570856,19713,2718416252,30.3,130.0,0.14305427117875635,,2016-08-09
GCF_001663975.1,Xenopus laevis,African clawed frog,8355,Amphibia,Anura,Pipidae,Xenopus,136570856,19713,2718416252,30.3,130.0,0.14305427117875635,,2016-08-09
GCA_036250615.1,Ptychadena robeensis,,2829185,Amphibia,Anura,Ptychadenidae,Ptychadena,157086141,12384,1591013924,,,,reference genome,2024-01-31
GCA_004786255.1,Pyxicephalus adspersus,,30357,Amphibia,Anura,Pyxicephalidae,Pyxicephalus,157522388,30445,1563367516,,,,,2019-04-17
GCA_032062135.1,Pyxicephalus adspersus,,30357,Amphibia,Anura,Pyxicephalidae,Pyxicephalus,147930044,79604,1440301248,,,,reference genome,2023-09-27
GCF_032062135.1,Pyxicephalus adspersus,,30357,Amphibia,Anura,Pyxicephalidae,Pyxicephalus,147930044,79604,1440301248,,,,reference genome,2023-09-27
GCA_029206835.1,Rana muscosa,mountain yellow-legged frog,160500,Amphibia,Anura,Ranidae,Rana,938497014,4644276,10160103425,,,,reference genome,2023-03-14
GCA_042186555.1,Aquarana catesbeiana,American bullfrog,8400,Amphibia,Anura,Ranidae,Aquarana,691824178,3396515,6377618952,,,,reference genome,2024-09-24
GCF_042186555.1,Aquarana catesbeiana,American bullfrog,8400,Amphibia,Anura,Ranidae,Aquarana,691824178,3396515,6377618952,,,,reference genome,2024-09-24
GCA_965119305.1,Pelophylax lessonae,pool frog,45623,Amphibia,Anura,Ranidae,Pelophylax,677924506,3786355,5811227458,,,,reference genome,2025-02-11
GCA_028564925.1,Lithobates sylvaticus,wood frog,45438,Amphibia,Anura,Ranidae,Lithobates,611110003,2498674,5150352190,5.0,7.88,-0.5749277072665516,reference genome,2023-02-09
GCA_054643415.1,Pelophylax nigromaculatus,dark-spotted frog,8409,Amphibia,Anura,Ranidae,Pelophylax,576860057,31636204,5062672738,,,,reference genome,2026-01-22
GCA_037367395.2,Lithobates pipiens,northern leopard frog,8404,Amphibia,Anura,Ranidae,Lithobates,555528375,5290577,5869026128,9.0,29.0222,-0.349648922328441,,2025-07-16
GCA_029574335.1,Rana kukunoris,plateau brown frog,670907,Amphibia,Anura,Ranidae,Rana,547819331,1704296,4830730561,,,,reference genome,2023-04-09
GCA_052815355.1,Rana chensinensis,Chinese brown frog,79015,Amphibia,Anura,Ranidae,Rana,484141639,2342739,4230638015,,,,reference genome,2025-09-24
GCA_905171775.1,Rana temporaria,common frog,8407,Amphibia,Anura,Ranidae,Rana,481763206,6264810,4111422596,,,,reference genome,2021-01-28
GCF_905171775.1,Rana temporaria,common frog,8407,Amphibia,Anura,Ranidae,Rana,481763206,6264810,4111422596,,,,reference genome,2021-01-28
GCA_050947455.1,Rhinoderma darwinii,,43563,Amphibia,Anura,Rhinodermatidae,Rhinoderma,410882874,8675653,3657511227,,,,reference genome,2025-06-17
GCF_050947455.1,Rhinoderma darwinii,,43563,Amphibia,Anura,Rhinodermatidae,Rhinoderma,410882874,8675653,3657511227,,,,reference genome,2025-06-17
GCA_050947465.1,Rhinoderma darwinii,,43563,Amphibia,Anura,Rhinodermatidae,Rhinoderma,398023649,9236656,3445176806,,,,,2025-06-17
GCA_037306005.1,Rhinophrynus dorsalis,Mexican burrowing toad,43566,Amphibia,Anura,Rhinophrynidae,Rhinophrynus,565843407,12994863,4745552136,,,,reference genome,2024-03-20
